UserEmail,RecommendationText,GeneratedBy,Accepted,CreatedAt
mr.terence.birch795@example.com,5-minute breathing exercise,model,0,2025-10-19 09:00:00
mr.terence.birch795@example.com,Drink water and stretch,rule,0,2025-10-23 09:00:00
mr.terence.birch795@example.com,Early bedtime target +30 mins,rule,0,2025-10-25 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,0,2025-07-29 09:00:00
robert.ryan573@example.com,10-minute walk outside,rule,0,2025-07-31 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,0,2025-08-04 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,0,2025-08-05 09:00:00
robert.ryan573@example.com,Short journaling prompt,model,0,2025-08-07 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,model,1,2025-08-10 09:00:00
robert.ryan573@example.com,Drink water and stretch,rule,0,2025-08-11 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,model,1,2025-08-28 09:00:00
robert.ryan573@example.com,Early bedtime target +30 mins,rule,0,2025-09-04 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,1,2025-09-14 09:00:00
robert.ryan573@example.com,5-minute breathing exercise,rule,0,2025-09-18 09:00:00
robert.ryan573@example.com,Early bedtime target +30 mins,model,0,2025-09-21 09:00:00
robert.ryan573@example.com,Short journaling prompt,model,1,2025-09-25 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,0,2025-09-30 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,0,2025-10-01 09:00:00
robert.ryan573@example.com,Short journaling prompt,rule,1,2025-10-04 09:00:00
robert.ryan573@example.com,10-minute walk outside,rule,0,2025-10-07 09:00:00
robert.ryan573@example.com,Digital detox for 30 minutes,rule,1,2025-10-14 09:00:00
robert.ryan573@example.com,5-minute breathing exercise,rule,1,2025-10-22 09:00:00
bryan.williams977@example.com,10-minute walk outside,model,0,2025-07-27 09:00:00
bryan.williams977@example.com,10-minute walk outside,rule,0,2025-07-28 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,rule,1,2025-08-03 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,model,0,2025-08-07 09:00:00
bryan.williams977@example.com,10-minute walk outside,rule,0,2025-08-09 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,rule,1,2025-08-25 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,model,0,2025-08-28 09:00:00
bryan.williams977@example.com,Drink water and stretch,rule,0,2025-09-02 09:00:00
bryan.williams977@example.com,Drink water and stretch,rule,0,2025-09-17 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,model,0,2025-09-18 09:00:00
bryan.williams977@example.com,Drink water and stretch,rule,1,2025-09-25 09:00:00
bryan.williams977@example.com,Digital detox for 30 minutes,rule,1,2025-10-04 09:00:00
bryan.williams977@example.com,Drink water and stretch,model,0,2025-10-07 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,rule,1,2025-10-08 09:00:00
bryan.williams977@example.com,Digital detox for 30 minutes,model,0,2025-10-13 09:00:00
bryan.williams977@example.com,Short journaling prompt,rule,0,2025-10-18 09:00:00
bryan.williams977@example.com,5-minute breathing exercise,rule,0,2025-10-21 09:00:00
rachel.duffy-griffiths549@example.com,Early bedtime target +30 mins,rule,0,2025-07-27 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,rule,1,2025-07-29 09:00:00
rachel.duffy-griffiths549@example.com,Early bedtime target +30 mins,rule,0,2025-07-30 09:00:00
rachel.duffy-griffiths549@example.com,Drink water and stretch,rule,0,2025-07-31 09:00:00
rachel.duffy-griffiths549@example.com,Drink water and stretch,rule,1,2025-08-01 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,rule,0,2025-08-04 09:00:00
rachel.duffy-griffiths549@example.com,Drink water and stretch,rule,1,2025-08-12 09:00:00
rachel.duffy-griffiths549@example.com,Digital detox for 30 minutes,rule,1,2025-08-18 09:00:00
rachel.duffy-griffiths549@example.com,Digital detox for 30 minutes,model,0,2025-08-25 09:00:00
rachel.duffy-griffiths549@example.com,Early bedtime target +30 mins,rule,0,2025-08-28 09:00:00
rachel.duffy-griffiths549@example.com,5-minute breathing exercise,rule,0,2025-08-31 09:00:00
rachel.duffy-griffiths549@example.com,Early bedtime target +30 mins,rule,0,2025-09-04 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,rule,0,2025-09-05 09:00:00
rachel.duffy-griffiths549@example.com,Digital detox for 30 minutes,rule,1,2025-09-08 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,model,0,2025-09-11 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,rule,1,2025-09-15 09:00:00
rachel.duffy-griffiths549@example.com,Drink water and stretch,model,0,2025-09-19 09:00:00
rachel.duffy-griffiths549@example.com,Digital detox for 30 minutes,model,1,2025-09-30 09:00:00
rachel.duffy-griffiths549@example.com,Digital detox for 30 minutes,model,0,2025-10-03 09:00:00
rachel.duffy-griffiths549@example.com,Early bedtime target +30 mins,rule,0,2025-10-06 09:00:00
rachel.duffy-griffiths549@example.com,5-minute breathing exercise,rule,0,2025-10-10 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,rule,1,2025-10-12 09:00:00
rachel.duffy-griffiths549@example.com,Drink water and stretch,rule,0,2025-10-13 09:00:00
rachel.duffy-griffiths549@example.com,Drink water and stretch,rule,1,2025-10-15 09:00:00
rachel.duffy-griffiths549@example.com,Digital detox for 30 minutes,model,0,2025-10-17 09:00:00
rachel.duffy-griffiths549@example.com,5-minute breathing exercise,model,0,2025-10-23 09:00:00
rachel.duffy-griffiths549@example.com,10-minute walk outside,rule,0,2025-10-25 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,1,2025-07-28 09:00:00
aimee.cunningham433@example.com,Early bedtime target +30 mins,model,1,2025-08-03 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,rule,1,2025-08-05 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,0,2025-08-06 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,rule,0,2025-08-08 09:00:00
aimee.cunningham433@example.com,Digital detox for 30 minutes,rule,0,2025-08-09 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,1,2025-08-15 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,0,2025-08-25 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,1,2025-08-26 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,rule,1,2025-08-29 09:00:00
aimee.cunningham433@example.com,Digital detox for 30 minutes,rule,1,2025-08-30 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,model,1,2025-09-01 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,0,2025-09-14 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,model,1,2025-09-15 09:00:00
aimee.cunningham433@example.com,Short journaling prompt,model,1,2025-09-17 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,0,2025-09-20 09:00:00
aimee.cunningham433@example.com,Early bedtime target +30 mins,rule,1,2025-09-22 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,model,1,2025-09-23 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,rule,1,2025-09-26 09:00:00
aimee.cunningham433@example.com,Short journaling prompt,rule,0,2025-10-06 09:00:00
aimee.cunningham433@example.com,5-minute breathing exercise,model,0,2025-10-08 09:00:00
aimee.cunningham433@example.com,10-minute walk outside,rule,1,2025-10-10 09:00:00
aimee.cunningham433@example.com,5-minute breathing exercise,model,1,2025-10-11 09:00:00
aimee.cunningham433@example.com,Short journaling prompt,rule,1,2025-10-12 09:00:00
aimee.cunningham433@example.com,Early bedtime target +30 mins,model,1,2025-10-14 09:00:00
aimee.cunningham433@example.com,Early bedtime target +30 mins,model,1,2025-10-16 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,model,0,2025-10-17 09:00:00
aimee.cunningham433@example.com,Drink water and stretch,rule,0,2025-10-18 09:00:00
aimee.cunningham433@example.com,Digital detox for 30 minutes,rule,0,2025-10-20 09:00:00
leanne.thompson-hicks504@example.com,Drink water and stretch,model,0,2025-07-30 09:00:00
leanne.thompson-hicks504@example.com,5-minute breathing exercise,rule,1,2025-08-07 09:00:00
leanne.thompson-hicks504@example.com,5-minute breathing exercise,model,0,2025-08-08 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,0,2025-08-20 09:00:00
leanne.thompson-hicks504@example.com,5-minute breathing exercise,rule,0,2025-08-30 09:00:00
leanne.thompson-hicks504@example.com,Short journaling prompt,rule,0,2025-08-31 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,1,2025-09-05 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,0,2025-09-07 09:00:00
leanne.thompson-hicks504@example.com,5-minute breathing exercise,rule,1,2025-09-08 09:00:00
leanne.thompson-hicks504@example.com,10-minute walk outside,rule,0,2025-09-13 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,1,2025-09-16 09:00:00
leanne.thompson-hicks504@example.com,Drink water and stretch,rule,0,2025-09-18 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,1,2025-09-24 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,0,2025-09-29 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,0,2025-10-02 09:00:00
leanne.thompson-hicks504@example.com,10-minute walk outside,rule,1,2025-10-04 09:00:00
leanne.thompson-hicks504@example.com,Digital detox for 30 minutes,rule,1,2025-10-08 09:00:00
leanne.thompson-hicks504@example.com,Early bedtime target +30 mins,rule,1,2025-10-15 09:00:00
leanne.thompson-hicks504@example.com,10-minute walk outside,rule,0,2025-10-17 09:00:00
leanne.thompson-hicks504@example.com,Short journaling prompt,rule,1,2025-10-19 09:00:00
dr.joshua.lewis304@example.com,Drink water and stretch,rule,1,2025-07-29 09:00:00
dr.joshua.lewis304@example.com,10-minute walk outside,rule,0,2025-08-06 09:00:00
dr.joshua.lewis304@example.com,Early bedtime target +30 mins,rule,1,2025-08-12 09:00:00
dr.joshua.lewis304@example.com,10-minute walk outside,model,0,2025-08-18 09:00:00
dr.joshua.lewis304@example.com,Early bedtime target +30 mins,rule,0,2025-08-21 09:00:00
dr.joshua.lewis304@example.com,Early bedtime target +30 mins,model,1,2025-08-22 09:00:00
dr.joshua.lewis304@example.com,Drink water and stretch,rule,1,2025-08-28 09:00:00
dr.joshua.lewis304@example.com,Drink water and stretch,rule,1,2025-08-30 09:00:00
dr.joshua.lewis304@example.com,Early bedtime target +30 mins,rule,0,2025-09-07 09:00:00
dr.joshua.lewis304@example.com,Short journaling prompt,model,1,2025-09-08 09:00:00
dr.joshua.lewis304@example.com,5-minute breathing exercise,rule,1,2025-09-12 09:00:00
dr.joshua.lewis304@example.com,Digital detox for 30 minutes,model,0,2025-09-13 09:00:00
dr.joshua.lewis304@example.com,Short journaling prompt,model,0,2025-09-18 09:00:00
dr.joshua.lewis304@example.com,Drink water and stretch,model,0,2025-09-23 09:00:00
dr.joshua.lewis304@example.com,10-minute walk outside,rule,1,2025-09-28 09:00:00
dr.joshua.lewis304@example.com,Short journaling prompt,rule,1,2025-10-02 09:00:00
dr.joshua.lewis304@example.com,Drink water and stretch,model,0,2025-10-04 09:00:00
dr.joshua.lewis304@example.com,Drink water and stretch,model,1,2025-10-05 09:00:00
dr.joshua.lewis304@example.com,Short journaling prompt,rule,0,2025-10-06 09:00:00
dr.joshua.lewis304@example.com,Digital detox for 30 minutes,rule,0,2025-10-07 09:00:00
dr.joshua.lewis304@example.com,Early bedtime target +30 mins,rule,1,2025-10-10 09:00:00
dr.joshua.lewis304@example.com,5-minute breathing exercise,model,1,2025-10-14 09:00:00
dr.joshua.lewis304@example.com,10-minute walk outside,rule,1,2025-10-17 09:00:00
dr.joshua.lewis304@example.com,10-minute walk outside,model,1,2025-10-18 09:00:00
dr.joshua.lewis304@example.com,Early bedtime target +30 mins,rule,1,2025-10-22 09:00:00
dr.edward.holmes248@example.com,10-minute walk outside,model,1,2025-07-27 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,rule,1,2025-07-29 09:00:00
dr.edward.holmes248@example.com,Digital detox for 30 minutes,rule,1,2025-08-02 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,rule,1,2025-08-07 09:00:00
dr.edward.holmes248@example.com,10-minute walk outside,rule,0,2025-08-10 09:00:00
dr.edward.holmes248@example.com,Early bedtime target +30 mins,rule,1,2025-08-19 09:00:00
dr.edward.holmes248@example.com,Short journaling prompt,rule,0,2025-08-21 09:00:00
dr.edward.holmes248@example.com,Digital detox for 30 minutes,model,1,2025-08-23 09:00:00
dr.edward.holmes248@example.com,10-minute walk outside,rule,1,2025-08-24 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,rule,0,2025-08-27 09:00:00
dr.edward.holmes248@example.com,Short journaling prompt,model,0,2025-08-31 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,rule,1,2025-09-08 09:00:00
dr.edward.holmes248@example.com,Digital detox for 30 minutes,rule,1,2025-09-13 09:00:00
dr.edward.holmes248@example.com,10-minute walk outside,rule,0,2025-09-15 09:00:00
dr.edward.holmes248@example.com,Drink water and stretch,model,0,2025-09-18 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,model,0,2025-09-20 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,rule,0,2025-09-21 09:00:00
dr.edward.holmes248@example.com,5-minute breathing exercise,model,0,2025-09-23 09:00:00
dr.edward.holmes248@example.com,Drink water and stretch,rule,1,2025-09-25 09:00:00
dr.edward.holmes248@example.com,Drink water and stretch,model,1,2025-09-28 09:00:00
dr.edward.holmes248@example.com,Drink water and stretch,model,0,2025-10-03 09:00:00
dr.edward.holmes248@example.com,Early bedtime target +30 mins,rule,0,2025-10-05 09:00:00
dr.edward.holmes248@example.com,Digital detox for 30 minutes,rule,1,2025-10-06 09:00:00
dr.edward.holmes248@example.com,Early bedtime target +30 mins,model,0,2025-10-18 09:00:00
dr.edward.holmes248@example.com,Early bedtime target +30 mins,rule,0,2025-10-22 09:00:00
yvonne.gibbons781@example.com,Drink water and stretch,rule,1,2025-07-27 09:00:00
yvonne.gibbons781@example.com,10-minute walk outside,rule,1,2025-07-30 09:00:00
yvonne.gibbons781@example.com,Early bedtime target +30 mins,rule,0,2025-08-03 09:00:00
yvonne.gibbons781@example.com,Drink water and stretch,rule,0,2025-08-04 09:00:00
yvonne.gibbons781@example.com,Short journaling prompt,model,1,2025-08-06 09:00:00
yvonne.gibbons781@example.com,Digital detox for 30 minutes,rule,0,2025-08-07 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,model,1,2025-08-08 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,rule,1,2025-08-10 09:00:00
yvonne.gibbons781@example.com,Early bedtime target +30 mins,model,0,2025-08-13 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,rule,1,2025-08-14 09:00:00
yvonne.gibbons781@example.com,10-minute walk outside,rule,1,2025-08-16 09:00:00
yvonne.gibbons781@example.com,Early bedtime target +30 mins,model,1,2025-08-19 09:00:00
yvonne.gibbons781@example.com,Drink water and stretch,model,1,2025-08-23 09:00:00
yvonne.gibbons781@example.com,Early bedtime target +30 mins,rule,1,2025-08-24 09:00:00
yvonne.gibbons781@example.com,Early bedtime target +30 mins,model,1,2025-08-26 09:00:00
yvonne.gibbons781@example.com,Early bedtime target +30 mins,rule,1,2025-09-04 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,rule,1,2025-09-05 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,rule,0,2025-09-20 09:00:00
yvonne.gibbons781@example.com,Short journaling prompt,model,1,2025-10-02 09:00:00
yvonne.gibbons781@example.com,Short journaling prompt,rule,1,2025-10-03 09:00:00
yvonne.gibbons781@example.com,10-minute walk outside,rule,1,2025-10-05 09:00:00
yvonne.gibbons781@example.com,10-minute walk outside,rule,1,2025-10-11 09:00:00
yvonne.gibbons781@example.com,Drink water and stretch,rule,1,2025-10-13 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,rule,0,2025-10-19 09:00:00
yvonne.gibbons781@example.com,5-minute breathing exercise,rule,0,2025-10-22 09:00:00
yvonne.gibbons781@example.com,Short journaling prompt,rule,0,2025-10-25 09:00:00
oliver.owen783@example.com,Digital detox for 30 minutes,rule,0,2025-07-27 09:00:00
oliver.owen783@example.com,5-minute breathing exercise,rule,1,2025-07-31 09:00:00
oliver.owen783@example.com,Drink water and stretch,rule,1,2025-08-02 09:00:00
oliver.owen783@example.com,Early bedtime target +30 mins,model,1,2025-08-13 09:00:00
oliver.owen783@example.com,5-minute breathing exercise,model,1,2025-08-15 09:00:00
oliver.owen783@example.com,Short journaling prompt,rule,1,2025-08-22 09:00:00
oliver.owen783@example.com,5-minute breathing exercise,rule,1,2025-08-23 09:00:00
oliver.owen783@example.com,Short journaling prompt,model,0,2025-08-26 09:00:00
oliver.owen783@example.com,Short journaling prompt,rule,0,2025-08-27 09:00:00
oliver.owen783@example.com,Digital detox for 30 minutes,rule,1,2025-08-29 09:00:00
oliver.owen783@example.com,10-minute walk outside,rule,1,2025-08-30 09:00:00
oliver.owen783@example.com,Digital detox for 30 minutes,model,0,2025-08-31 09:00:00
oliver.owen783@example.com,5-minute breathing exercise,rule,1,2025-09-07 09:00:00
oliver.owen783@example.com,Short journaling prompt,model,1,2025-09-20 09:00:00
oliver.owen783@example.com,Drink water and stretch,rule,1,2025-09-25 09:00:00
oliver.owen783@example.com,Digital detox for 30 minutes,rule,1,2025-10-07 09:00:00
oliver.owen783@example.com,Short journaling prompt,rule,1,2025-10-14 09:00:00
oliver.owen783@example.com,Short journaling prompt,rule,0,2025-10-20 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,0,2025-07-27 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,0,2025-07-28 09:00:00
kevin.smith274@example.com,10-minute walk outside,model,0,2025-07-30 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,0,2025-08-04 09:00:00
kevin.smith274@example.com,Early bedtime target +30 mins,model,0,2025-08-14 09:00:00
kevin.smith274@example.com,Drink water and stretch,model,0,2025-08-26 09:00:00
kevin.smith274@example.com,Early bedtime target +30 mins,rule,0,2025-08-27 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,0,2025-09-06 09:00:00
kevin.smith274@example.com,5-minute breathing exercise,model,1,2025-09-07 09:00:00
kevin.smith274@example.com,10-minute walk outside,model,0,2025-09-12 09:00:00
kevin.smith274@example.com,10-minute walk outside,model,1,2025-09-17 09:00:00
kevin.smith274@example.com,Short journaling prompt,model,0,2025-09-18 09:00:00
kevin.smith274@example.com,Short journaling prompt,model,1,2025-09-20 09:00:00
kevin.smith274@example.com,5-minute breathing exercise,rule,1,2025-09-23 09:00:00
kevin.smith274@example.com,Early bedtime target +30 mins,model,1,2025-09-25 09:00:00
kevin.smith274@example.com,Early bedtime target +30 mins,rule,0,2025-09-27 09:00:00
kevin.smith274@example.com,Short journaling prompt,rule,1,2025-09-28 09:00:00
kevin.smith274@example.com,10-minute walk outside,rule,0,2025-09-30 09:00:00
kevin.smith274@example.com,10-minute walk outside,rule,1,2025-10-01 09:00:00
kevin.smith274@example.com,5-minute breathing exercise,model,1,2025-10-02 09:00:00
kevin.smith274@example.com,10-minute walk outside,rule,1,2025-10-06 09:00:00
kevin.smith274@example.com,Short journaling prompt,rule,0,2025-10-14 09:00:00
kevin.smith274@example.com,Early bedtime target +30 mins,rule,1,2025-10-17 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,0,2025-10-20 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,0,2025-10-21 09:00:00
kevin.smith274@example.com,Short journaling prompt,model,1,2025-10-22 09:00:00
kevin.smith274@example.com,Drink water and stretch,rule,1,2025-10-25 09:00:00
alan.moore929@example.com,Short journaling prompt,model,0,2025-07-31 09:00:00
alan.moore929@example.com,Early bedtime target +30 mins,rule,1,2025-08-03 09:00:00
alan.moore929@example.com,5-minute breathing exercise,rule,0,2025-08-12 09:00:00
alan.moore929@example.com,5-minute breathing exercise,model,0,2025-08-13 09:00:00
alan.moore929@example.com,Digital detox for 30 minutes,rule,0,2025-08-21 09:00:00
alan.moore929@example.com,Digital detox for 30 minutes,rule,0,2025-08-23 09:00:00
alan.moore929@example.com,Short journaling prompt,model,1,2025-08-25 09:00:00
alan.moore929@example.com,5-minute breathing exercise,rule,1,2025-08-28 09:00:00
alan.moore929@example.com,Digital detox for 30 minutes,rule,0,2025-08-29 09:00:00
alan.moore929@example.com,Digital detox for 30 minutes,rule,1,2025-09-05 09:00:00
alan.moore929@example.com,5-minute breathing exercise,rule,1,2025-09-09 09:00:00
alan.moore929@example.com,Short journaling prompt,rule,1,2025-09-16 09:00:00
alan.moore929@example.com,Drink water and stretch,rule,0,2025-09-28 09:00:00
alan.moore929@example.com,Digital detox for 30 minutes,model,1,2025-10-04 09:00:00
alan.moore929@example.com,Drink water and stretch,rule,1,2025-10-07 09:00:00
alan.moore929@example.com,Early bedtime target +30 mins,model,0,2025-10-12 09:00:00
alan.moore929@example.com,Drink water and stretch,rule,1,2025-10-15 09:00:00
alan.moore929@example.com,Digital detox for 30 minutes,rule,1,2025-10-18 09:00:00
alan.moore929@example.com,10-minute walk outside,rule,0,2025-10-21 09:00:00
alan.moore929@example.com,10-minute walk outside,rule,0,2025-10-25 09:00:00
amelia.pearce769@example.com,Drink water and stretch,rule,1,2025-07-31 09:00:00
amelia.pearce769@example.com,Digital detox for 30 minutes,rule,0,2025-08-05 09:00:00
amelia.pearce769@example.com,Drink water and stretch,rule,0,2025-08-07 09:00:00
amelia.pearce769@example.com,Digital detox for 30 minutes,rule,1,2025-08-15 09:00:00
amelia.pearce769@example.com,Early bedtime target +30 mins,model,0,2025-08-19 09:00:00
amelia.pearce769@example.com,10-minute walk outside,rule,1,2025-08-23 09:00:00
amelia.pearce769@example.com,Early bedtime target +30 mins,rule,1,2025-08-25 09:00:00
amelia.pearce769@example.com,5-minute breathing exercise,model,0,2025-09-02 09:00:00
amelia.pearce769@example.com,Early bedtime target +30 mins,model,1,2025-09-09 09:00:00
amelia.pearce769@example.com,10-minute walk outside,rule,0,2025-09-12 09:00:00
amelia.pearce769@example.com,Short journaling prompt,rule,0,2025-09-22 09:00:00
amelia.pearce769@example.com,Short journaling prompt,rule,1,2025-09-23 09:00:00
amelia.pearce769@example.com,Digital detox for 30 minutes,rule,1,2025-09-25 09:00:00
amelia.pearce769@example.com,10-minute walk outside,rule,1,2025-09-26 09:00:00
amelia.pearce769@example.com,Short journaling prompt,rule,1,2025-09-30 09:00:00
amelia.pearce769@example.com,Short journaling prompt,rule,0,2025-10-07 09:00:00
amelia.pearce769@example.com,10-minute walk outside,model,1,2025-10-11 09:00:00
amelia.pearce769@example.com,Short journaling prompt,rule,0,2025-10-14 09:00:00
amelia.pearce769@example.com,10-minute walk outside,rule,0,2025-10-16 09:00:00
amelia.pearce769@example.com,10-minute walk outside,rule,0,2025-10-21 09:00:00
amelia.pearce769@example.com,Drink water and stretch,rule,1,2025-10-22 09:00:00
amelia.pearce769@example.com,10-minute walk outside,rule,1,2025-10-25 09:00:00
jean.taylor815@example.com,Digital detox for 30 minutes,rule,1,2025-07-31 09:00:00
jean.taylor815@example.com,Early bedtime target +30 mins,model,1,2025-08-01 09:00:00
jean.taylor815@example.com,Short journaling prompt,rule,0,2025-08-04 09:00:00
jean.taylor815@example.com,Early bedtime target +30 mins,rule,0,2025-08-05 09:00:00
jean.taylor815@example.com,Digital detox for 30 minutes,rule,0,2025-08-09 09:00:00
jean.taylor815@example.com,Short journaling prompt,rule,0,2025-08-22 09:00:00
jean.taylor815@example.com,Early bedtime target +30 mins,model,1,2025-08-23 09:00:00
jean.taylor815@example.com,Digital detox for 30 minutes,rule,0,2025-08-26 09:00:00
jean.taylor815@example.com,10-minute walk outside,rule,0,2025-09-05 09:00:00
