UserEmail,ActivityType,DurationMinutes,LoggedAt
robert.ryan573@example.com,Cycling,48,2025-08-08 19:00:00
robert.ryan573@example.com,Yoga,27,2025-08-09 19:00:00
robert.ryan573@example.com,Cycling,27,2025-08-15 19:00:00
robert.ryan573@example.com,Cycling,34,2025-08-19 19:00:00
robert.ryan573@example.com,Study Break,52,2025-08-20 19:00:00
robert.ryan573@example.com,Study Break,44,2025-08-22 19:00:00
robert.ryan573@example.com,Yoga,36,2025-08-23 19:00:00
robert.ryan573@example.com,Tennis,30,2025-08-25 19:00:00
robert.ryan573@example.com,Stretching,55,2025-08-26 19:00:00
robert.ryan573@example.com,Yoga,57,2025-08-30 19:00:00
robert.ryan573@example.com,Tennis,36,2025-09-07 19:00:00
robert.ryan573@example.com,Yoga,15,2025-09-11 19:00:00
robert.ryan573@example.com,Stretching,38,2025-09-14 19:00:00
robert.ryan573@example.com,Study Break,53,2025-09-15 19:00:00
robert.ryan573@example.com,Walk,38,2025-09-16 19:00:00
robert.ryan573@example.com,Yoga,45,2025-09-17 19:00:00
robert.ryan573@example.com,Tennis,44,2025-09-22 19:00:00
robert.ryan573@example.com,Cycling,31,2025-09-29 19:00:00
robert.ryan573@example.com,Run,34,2025-10-01 19:00:00
robert.ryan573@example.com,Run,47,2025-10-06 19:00:00
robert.ryan573@example.com,Cycling,37,2025-10-08 19:00:00
robert.ryan573@example.com,Stretching,31,2025-10-16 19:00:00
robert.ryan573@example.com,Gym,28,2025-10-17 19:00:00
robert.ryan573@example.com,Stretching,33,2025-10-18 19:00:00
robert.ryan573@example.com,Meditation,29,2025-10-21 19:00:00
robert.ryan573@example.com,Run,49,2025-10-24 19:00:00
bryan.williams977@example.com,Cycling,48,2025-07-27 19:00:00
bryan.williams977@example.com,Cycling,33,2025-07-29 19:00:00
bryan.williams977@example.com,Yoga,30,2025-07-30 19:00:00
bryan.williams977@example.com,Study Break,32,2025-08-02 19:00:00
bryan.williams977@example.com,Stretching,53,2025-08-04 19:00:00
bryan.williams977@example.com,Run,35,2025-08-07 19:00:00
bryan.williams977@example.com,Study Break,33,2025-08-08 19:00:00
bryan.williams977@example.com,Stretching,42,2025-08-09 19:00:00
bryan.williams977@example.com,Walk,47,2025-08-11 19:00:00
bryan.williams977@example.com,Run,33,2025-08-15 19:00:00
bryan.williams977@example.com,Run,59,2025-08-16 19:00:00
bryan.williams977@example.com,Meditation,43,2025-08-17 19:00:00
bryan.williams977@example.com,Cycling,27,2025-08-18 19:00:00
bryan.williams977@example.com,Yoga,47,2025-08-19 19:00:00
bryan.williams977@example.com,Gym,43,2025-08-21 19:00:00
bryan.williams977@example.com,Gym,24,2025-08-23 19:00:00
bryan.williams977@example.com,Gym,50,2025-08-24 19:00:00
bryan.williams977@example.com,Tennis,41,2025-08-25 19:00:00
bryan.williams977@example.com,Gym,41,2025-08-26 19:00:00
bryan.williams977@example.com,Run,10,2025-08-27 19:00:00
bryan.williams977@example.com,Walk,28,2025-08-28 19:00:00
bryan.williams977@example.com,Study Break,22,2025-08-29 19:00:00
bryan.williams977@example.com,Walk,10,2025-09-01 19:00:00
bryan.williams977@example.com,Tennis,37,2025-09-03 19:00:00
bryan.williams977@example.com,Study Break,19,2025-09-04 19:00:00
bryan.williams977@example.com,Cycling,30,2025-09-07 19:00:00
bryan.williams977@example.com,Gym,43,2025-09-08 19:00:00
bryan.williams977@example.com,Stretching,10,2025-09-09 19:00:00
bryan.williams977@example.com,Cycling,41,2025-09-11 19:00:00
bryan.williams977@example.com,Cycling,43,2025-09-12 19:00:00
bryan.williams977@example.com,Meditation,36,2025-09-17 19:00:00
bryan.williams977@example.com,Study Break,26,2025-09-18 19:00:00
bryan.williams977@example.com,Stretching,45,2025-09-22 19:00:00
bryan.williams977@example.com,Cycling,32,2025-09-24 19:00:00
bryan.williams977@example.com,Stretching,44,2025-09-25 19:00:00
bryan.williams977@example.com,Yoga,34,2025-10-01 19:00:00
bryan.williams977@example.com,Run,19,2025-10-02 19:00:00
bryan.williams977@example.com,Yoga,55,2025-10-03 19:00:00
bryan.williams977@example.com,Yoga,26,2025-10-04 19:00:00
bryan.williams977@example.com,Stretching,39,2025-10-09 19:00:00
bryan.williams977@example.com,Gym,42,2025-10-10 19:00:00
bryan.williams977@example.com,Run,25,2025-10-11 19:00:00
bryan.williams977@example.com,Meditation,31,2025-10-14 19:00:00
bryan.williams977@example.com,Tennis,41,2025-10-15 19:00:00
bryan.williams977@example.com,Meditation,20,2025-10-21 19:00:00
bryan.williams977@example.com,Walk,10,2025-10-22 19:00:00
rachel.duffy-griffiths549@example.com,Stretching,30,2025-07-28 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,33,2025-07-29 19:00:00
rachel.duffy-griffiths549@example.com,Study Break,19,2025-07-31 19:00:00
rachel.duffy-griffiths549@example.com,Study Break,20,2025-08-01 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,10,2025-08-03 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,27,2025-08-04 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,19,2025-08-06 19:00:00
rachel.duffy-griffiths549@example.com,Study Break,54,2025-08-09 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,39,2025-08-11 19:00:00
rachel.duffy-griffiths549@example.com,Run,39,2025-08-13 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,14,2025-08-15 19:00:00
rachel.duffy-griffiths549@example.com,Walk,34,2025-08-17 19:00:00
rachel.duffy-griffiths549@example.com,Meditation,25,2025-08-19 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,32,2025-08-20 19:00:00
rachel.duffy-griffiths549@example.com,Stretching,46,2025-08-24 19:00:00
rachel.duffy-griffiths549@example.com,Walk,22,2025-08-25 19:00:00
rachel.duffy-griffiths549@example.com,Cycling,20,2025-08-26 19:00:00
rachel.duffy-griffiths549@example.com,Study Break,19,2025-09-01 19:00:00
rachel.duffy-griffiths549@example.com,Meditation,56,2025-09-05 19:00:00
rachel.duffy-griffiths549@example.com,Meditation,18,2025-09-09 19:00:00
rachel.duffy-griffiths549@example.com,Cycling,28,2025-09-10 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,22,2025-09-11 19:00:00
rachel.duffy-griffiths549@example.com,Gym,13,2025-09-17 19:00:00
rachel.duffy-griffiths549@example.com,Walk,29,2025-09-18 19:00:00
rachel.duffy-griffiths549@example.com,Run,11,2025-09-19 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,32,2025-09-23 19:00:00
rachel.duffy-griffiths549@example.com,Meditation,28,2025-09-25 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,60,2025-09-30 19:00:00
rachel.duffy-griffiths549@example.com,Run,24,2025-10-02 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,54,2025-10-03 19:00:00
rachel.duffy-griffiths549@example.com,Run,36,2025-10-04 19:00:00
rachel.duffy-griffiths549@example.com,Gym,53,2025-10-06 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,46,2025-10-07 19:00:00
rachel.duffy-griffiths549@example.com,Stretching,41,2025-10-08 19:00:00
rachel.duffy-griffiths549@example.com,Cycling,28,2025-10-10 19:00:00
rachel.duffy-griffiths549@example.com,Meditation,26,2025-10-12 19:00:00
rachel.duffy-griffiths549@example.com,Tennis,19,2025-10-13 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,57,2025-10-14 19:00:00
rachel.duffy-griffiths549@example.com,Walk,31,2025-10-15 19:00:00
rachel.duffy-griffiths549@example.com,Cycling,10,2025-10-16 19:00:00
rachel.duffy-griffiths549@example.com,Meditation,22,2025-10-21 19:00:00
rachel.duffy-griffiths549@example.com,Stretching,21,2025-10-22 19:00:00
rachel.duffy-griffiths549@example.com,Yoga,30,2025-10-23 19:00:00
aimee.cunningham433@example.com,Tennis,44,2025-08-06 19:00:00
aimee.cunningham433@example.com,Meditation,36,2025-08-08 19:00:00
aimee.cunningham433@example.com,Study Break,49,2025-08-09 19:00:00
aimee.cunningham433@example.com,Stretching,22,2025-08-11 19:00:00
aimee.cunningham433@example.com,Meditation,23,2025-08-13 19:00:00
aimee.cunningham433@example.com,Yoga,34,2025-08-16 19:00:00
aimee.cunningham433@example.com,Walk,10,2025-08-18 19:00:00
aimee.cunningham433@example.com,Stretching,37,2025-08-19 19:00:00
aimee.cunningham433@example.com,Tennis,11,2025-08-20 19:00:00
aimee.cunningham433@example.com,Cycling,35,2025-08-21 19:00:00
aimee.cunningham433@example.com,Gym,15,2025-08-22 19:00:00
aimee.cunningham433@example.com,Meditation,34,2025-08-25 19:00:00
aimee.cunningham433@example.com,Stretching,19,2025-08-26 19:00:00
aimee.cunningham433@example.com,Walk,27,2025-08-28 19:00:00
aimee.cunningham433@example.com,Stretching,47,2025-08-29 19:00:00
aimee.cunningham433@example.com,Cycling,65,2025-08-30 19:00:00
aimee.cunningham433@example.com,Walk,22,2025-08-31 19:00:00
aimee.cunningham433@example.com,Stretching,24,2025-09-01 19:00:00
aimee.cunningham433@example.com,Stretching,32,2025-09-03 19:00:00
aimee.cunningham433@example.com,Run,44,2025-09-08 19:00:00
aimee.cunningham433@example.com,Gym,14,2025-09-10 19:00:00
aimee.cunningham433@example.com,Cycling,40,2025-09-12 19:00:00
aimee.cunningham433@example.com,Stretching,37,2025-09-14 19:00:00
aimee.cunningham433@example.com,Tennis,16,2025-09-15 19:00:00
aimee.cunningham433@example.com,Gym,12,2025-09-16 19:00:00
aimee.cunningham433@example.com,Gym,25,2025-09-17 19:00:00
aimee.cunningham433@example.com,Stretching,59,2025-09-22 19:00:00
aimee.cunningham433@example.com,Study Break,46,2025-09-23 19:00:00
aimee.cunningham433@example.com,Meditation,30,2025-09-27 19:00:00
aimee.cunningham433@example.com,Yoga,16,2025-09-28 19:00:00
aimee.cunningham433@example.com,Run,43,2025-09-29 19:00:00
aimee.cunningham433@example.com,Tennis,12,2025-10-03 19:00:00
aimee.cunningham433@example.com,Study Break,34,2025-10-04 19:00:00
aimee.cunningham433@example.com,Cycling,21,2025-10-05 19:00:00
aimee.cunningham433@example.com,Study Break,27,2025-10-08 19:00:00
aimee.cunningham433@example.com,Meditation,23,2025-10-10 19:00:00
aimee.cunningham433@example.com,Stretching,11,2025-10-11 19:00:00
aimee.cunningham433@example.com,Cycling,37,2025-10-13 19:00:00
aimee.cunningham433@example.com,Tennis,72,2025-10-16 19:00:00
aimee.cunningham433@example.com,Yoga,41,2025-10-23 19:00:00
leanne.thompson-hicks504@example.com,Study Break,10,2025-07-28 19:00:00
leanne.thompson-hicks504@example.com,Cycling,33,2025-07-29 19:00:00
leanne.thompson-hicks504@example.com,Cycling,21,2025-07-31 19:00:00
leanne.thompson-hicks504@example.com,Meditation,29,2025-08-01 19:00:00
leanne.thompson-hicks504@example.com,Stretching,41,2025-08-03 19:00:00
leanne.thompson-hicks504@example.com,Gym,29,2025-08-06 19:00:00
leanne.thompson-hicks504@example.com,Meditation,22,2025-08-08 19:00:00
leanne.thompson-hicks504@example.com,Gym,31,2025-08-12 19:00:00
leanne.thompson-hicks504@example.com,Meditation,19,2025-08-13 19:00:00
leanne.thompson-hicks504@example.com,Yoga,41,2025-08-14 19:00:00
leanne.thompson-hicks504@example.com,Cycling,38,2025-08-15 19:00:00
leanne.thompson-hicks504@example.com,Walk,56,2025-08-16 19:00:00
leanne.thompson-hicks504@example.com,Cycling,34,2025-08-17 19:00:00
leanne.thompson-hicks504@example.com,Meditation,42,2025-08-18 19:00:00
leanne.thompson-hicks504@example.com,Run,34,2025-08-20 19:00:00
leanne.thompson-hicks504@example.com,Yoga,52,2025-08-21 19:00:00
leanne.thompson-hicks504@example.com,Stretching,22,2025-08-23 19:00:00
leanne.thompson-hicks504@example.com,Walk,39,2025-08-24 19:00:00
leanne.thompson-hicks504@example.com,Stretching,16,2025-08-25 19:00:00
leanne.thompson-hicks504@example.com,Walk,50,2025-08-27 19:00:00
leanne.thompson-hicks504@example.com,Tennis,46,2025-08-28 19:00:00
leanne.thompson-hicks504@example.com,Tennis,53,2025-08-29 19:00:00
leanne.thompson-hicks504@example.com,Run,26,2025-08-30 19:00:00
leanne.thompson-hicks504@example.com,Gym,30,2025-08-31 19:00:00
leanne.thompson-hicks504@example.com,Run,45,2025-09-02 19:00:00
leanne.thompson-hicks504@example.com,Walk,44,2025-09-03 19:00:00
leanne.thompson-hicks504@example.com,Yoga,14,2025-09-05 19:00:00
leanne.thompson-hicks504@example.com,Run,51,2025-09-07 19:00:00
leanne.thompson-hicks504@example.com,Walk,46,2025-09-08 19:00:00
leanne.thompson-hicks504@example.com,Yoga,50,2025-09-10 19:00:00
leanne.thompson-hicks504@example.com,Gym,61,2025-09-11 19:00:00
leanne.thompson-hicks504@example.com,Study Break,37,2025-09-12 19:00:00
leanne.thompson-hicks504@example.com,Walk,64,2025-09-13 19:00:00
leanne.thompson-hicks504@example.com,Meditation,37,2025-09-14 19:00:00
leanne.thompson-hicks504@example.com,Walk,24,2025-09-16 19:00:00
leanne.thompson-hicks504@example.com,Meditation,10,2025-09-17 19:00:00
leanne.thompson-hicks504@example.com,Stretching,66,2025-09-18 19:00:00
leanne.thompson-hicks504@example.com,Meditation,10,2025-09-19 19:00:00
leanne.thompson-hicks504@example.com,Run,47,2025-09-20 19:00:00
leanne.thompson-hicks504@example.com,Stretching,43,2025-09-21 19:00:00
leanne.thompson-hicks504@example.com,Yoga,50,2025-09-22 19:00:00
leanne.thompson-hicks504@example.com,Meditation,30,2025-09-23 19:00:00
leanne.thompson-hicks504@example.com,Meditation,15,2025-09-25 19:00:00
leanne.thompson-hicks504@example.com,Meditation,30,2025-09-26 19:00:00
leanne.thompson-hicks504@example.com,Yoga,20,2025-09-27 19:00:00
leanne.thompson-hicks504@example.com,Study Break,51,2025-09-28 19:00:00
leanne.thompson-hicks504@example.com,Tennis,43,2025-09-29 19:00:00
leanne.thompson-hicks504@example.com,Yoga,57,2025-09-30 19:00:00
leanne.thompson-hicks504@example.com,Gym,58,2025-10-01 19:00:00
leanne.thompson-hicks504@example.com,Cycling,53,2025-10-02 19:00:00
leanne.thompson-hicks504@example.com,Stretching,21,2025-10-03 19:00:00
leanne.thompson-hicks504@example.com,Cycling,28,2025-10-04 19:00:00
leanne.thompson-hicks504@example.com,Stretching,53,2025-10-05 19:00:00
leanne.thompson-hicks504@example.com,Walk,40,2025-10-06 19:00:00
leanne.thompson-hicks504@example.com,Walk,22,2025-10-07 19:00:00
leanne.thompson-hicks504@example.com,Walk,34,2025-10-14 19:00:00
leanne.thompson-hicks504@example.com,Run,37,2025-10-16 19:00:00
leanne.thompson-hicks504@example.com,Study Break,56,2025-10-17 19:00:00
leanne.thompson-hicks504@example.com,Study Break,37,2025-10-19 19:00:00
leanne.thompson-hicks504@example.com,Yoga,60,2025-10-20 19:00:00
leanne.thompson-hicks504@example.com,Gym,46,2025-10-22 19:00:00
leanne.thompson-hicks504@example.com,Tennis,24,2025-10-23 19:00:00
leanne.thompson-hicks504@example.com,Tennis,40,2025-10-25 19:00:00
dr.joshua.lewis304@example.com,Tennis,45,2025-07-27 19:00:00
dr.joshua.lewis304@example.com,Gym,35,2025-07-28 19:00:00
dr.joshua.lewis304@example.com,Yoga,40,2025-08-03 19:00:00
dr.joshua.lewis304@example.com,Gym,29,2025-08-04 19:00:00
dr.joshua.lewis304@example.com,Tennis,43,2025-08-05 19:00:00
dr.joshua.lewis304@example.com,Run,18,2025-08-10 19:00:00
dr.joshua.lewis304@example.com,Run,29,2025-08-12 19:00:00
dr.joshua.lewis304@example.com,Walk,10,2025-08-13 19:00:00
dr.joshua.lewis304@example.com,Tennis,51,2025-08-14 19:00:00
dr.joshua.lewis304@example.com,Walk,45,2025-08-15 19:00:00
dr.joshua.lewis304@example.com,Walk,42,2025-08-18 19:00:00
dr.joshua.lewis304@example.com,Gym,18,2025-08-21 19:00:00
dr.joshua.lewis304@example.com,Stretching,57,2025-08-22 19:00:00
dr.joshua.lewis304@example.com,Study Break,40,2025-08-23 19:00:00
dr.joshua.lewis304@example.com,Gym,25,2025-08-24 19:00:00
dr.joshua.lewis304@example.com,Walk,30,2025-08-27 19:00:00
dr.joshua.lewis304@example.com,Yoga,31,2025-08-31 19:00:00
dr.joshua.lewis304@example.com,Gym,29,2025-09-01 19:00:00
dr.joshua.lewis304@example.com,Study Break,26,2025-09-03 19:00:00
dr.joshua.lewis304@example.com,Gym,56,2025-09-04 19:00:00
dr.joshua.lewis304@example.com,Walk,37,2025-09-05 19:00:00
dr.joshua.lewis304@example.com,Tennis,45,2025-09-07 19:00:00
dr.joshua.lewis304@example.com,Yoga,56,2025-09-08 19:00:00
dr.joshua.lewis304@example.com,Stretching,28,2025-09-10 19:00:00
dr.joshua.lewis304@example.com,Meditation,34,2025-09-20 19:00:00
dr.joshua.lewis304@example.com,Cycling,32,2025-09-22 19:00:00
dr.joshua.lewis304@example.com,Run,37,2025-09-23 19:00:00
dr.joshua.lewis304@example.com,Tennis,37,2025-09-25 19:00:00
dr.joshua.lewis304@example.com,Gym,31,2025-09-26 19:00:00
dr.joshua.lewis304@example.com,Walk,53,2025-09-27 19:00:00
dr.joshua.lewis304@example.com,Gym,19,2025-10-01 19:00:00
dr.joshua.lewis304@example.com,Gym,54,2025-10-02 19:00:00
dr.joshua.lewis304@example.com,Cycling,43,2025-10-04 19:00:00
dr.joshua.lewis304@example.com,Tennis,24,2025-10-05 19:00:00
dr.joshua.lewis304@example.com,Study Break,36,2025-10-07 19:00:00
dr.joshua.lewis304@example.com,Yoga,41,2025-10-08 19:00:00
dr.joshua.lewis304@example.com,Cycling,45,2025-10-09 19:00:00
dr.joshua.lewis304@example.com,Stretching,10,2025-10-13 19:00:00
dr.joshua.lewis304@example.com,Meditation,19,2025-10-17 19:00:00
dr.joshua.lewis304@example.com,Gym,21,2025-10-20 19:00:00
dr.joshua.lewis304@example.com,Study Break,36,2025-10-21 19:00:00
dr.joshua.lewis304@example.com,Meditation,16,2025-10-22 19:00:00
dr.joshua.lewis304@example.com,Stretching,30,2025-10-23 19:00:00
dr.joshua.lewis304@example.com,Walk,48,2025-10-24 19:00:00
dr.joshua.lewis304@example.com,Study Break,38,2025-10-25 19:00:00
dr.edward.holmes248@example.com,Stretching,25,2025-07-30 19:00:00
dr.edward.holmes248@example.com,Yoga,33,2025-07-31 19:00:00
dr.edward.holmes248@example.com,Gym,40,2025-08-04 19:00:00
dr.edward.holmes248@example.com,Study Break,81,2025-08-06 19:00:00
dr.edward.holmes248@example.com,Stretching,44,2025-08-09 19:00:00
dr.edward.holmes248@example.com,Yoga,51,2025-08-10 19:00:00
dr.edward.holmes248@example.com,Walk,52,2025-08-11 19:00:00
dr.edward.holmes248@example.com,Run,32,2025-08-13 19:00:00
dr.edward.holmes248@example.com,Study Break,29,2025-08-15 19:00:00
dr.edward.holmes248@example.com,Meditation,15,2025-08-16 19:00:00
dr.edward.holmes248@example.com,Cycling,26,2025-08-17 19:00:00
dr.edward.holmes248@example.com,Cycling,67,2025-08-18 19:00:00
dr.edward.holmes248@example.com,Stretching,28,2025-08-19 19:00:00
dr.edward.holmes248@example.com,Walk,25,2025-08-21 19:00:00
dr.edward.holmes248@example.com,Stretching,50,2025-08-22 19:00:00
dr.edward.holmes248@example.com,Study Break,15,2025-08-23 19:00:00
dr.edward.holmes248@example.com,Cycling,51,2025-08-24 19:00:00
dr.edward.holmes248@example.com,Tennis,54,2025-08-25 19:00:00
dr.edward.holmes248@example.com,Yoga,34,2025-08-27 19:00:00
